phi,consumption_rate,provision_rate,excess_consumption,greedy_one_sided_fraction,stochastic_one_sided_fraction
0.0,0.0,27.2,-27.2,0.0060908084163898,0.0060908084163898
0.05,4.436736111111111,26.84,-22.403263888888887,0.0083056478405315,0.0044296788482834
0.1,8.873472222222222,26.48,-17.606527777777778,0.0243835363602805,0.0149501661129568
0.2,17.746944444444445,25.759999999999998,-8.013055555555553,0.0066445182724252,0.021594684385382
0.3,26.620416666666667,25.04,1.5804166666666681,0.083208331944429,0.1394226703529029
0.4,35.49388888888889,24.32,11.17388888888889,0.3055046566647457,0.3348719025167156
0.5,44.36736111111111,23.6,20.767361111111107,0.1749485185956461,0.3046852556871826
